date,hour,NO2,CO,O3,NO,PM2.5,PM10,Air Temp.,Air Hum.,Air Pres.
4/25/2021,0,0.039816667,0.0807,-0.000866667,0.0098,0.2,5.04,25.795,99.9,1011.98
4/25/2021,1,0.0359,0.092216667,-0.000266667,0.009833333,0.2,6.293333333,25.445,99.9,1012.131667
4/25/2021,2,0.028083333,0.06275,0.002516667,0.012883333,0.2,5.501666667,25.22333333,99.9,1012.365
4/25/2021,3,0.025633333,0.0423,0.00455,0.014233333,0.2,4.201666667,25.075,99.9,1012.276667
4/25/2021,4,0.023716667,0.036883333,0.006266667,0.015416667,0.2,5.365,24.92833333,99.9,1012.03
4/25/2021,5,0.024416667,0.037166667,0.010333333,0.015483333,0.2,4.988333333,24.89666667,99.9,1011.661667
4/25/2021,6,0.023916667,0.032633333,0.011416667,0.015583333,0.2,7.543333333,24.94,99.9,1011.303333
4/25/2021,7,0.024483333,0.0329,0.010233333,0.015916667,0.2,8.671666667,24.95833333,99.9,1011.081667
4/25/2021,8,0.024916667,0.033566667,0.012766667,0.016466667,0.2,6.991666667,24.76666667,99.9,1010.998333
4/25/2021,9,0.02305,0.038516667,0.0161,0.016133333,0.2,7.068333333,24.635,99.9,1011.115
4/25/2021,10,0.022883333,0.048016667,0.016483333,0.0162,0.2,6.59,24.595,99.9,1011.375
4/25/2021,11,0.022816667,0.068033333,0.015883333,0.0164,0.2,5.696666667,24.62833333,99.9,1011.651667
4/25/2021,12,0.016583333,0.0791,0.02035,0.01535,0.2,7.876666667,25.03166667,99.9,1012.021667
4/25/2021,13,0.015683333,0.067133333,0.013283333,0.01245,0.2,5.45,26.15,99.9,1012.288333
4/25/2021,14,0.007966667,0.0556,0.0097,0.012166667,0.2,4.795,27.54666667,99.9,1012.755
4/25/2021,15,0.006216667,0.060633333,0.013633333,0.011233333,0.2,5.545,27.54166667,99.9,1013.175
4/25/2021,16,0.004116667,0.070733333,0.015683333,0.010566667,0.2,3.99,28.025,99.9,1013.285
4/25/2021,17,0.0027,0.05715,0.0119,0.011566667,0.2,3.601666667,29.295,99.9,1013.263333
4/25/2021,18,0.00055,0.04625,0.0153,0.00985,0.2,3.171666667,29.04,99.9,1013.156667
4/25/2021,19,0.014883333,0.129016667,0.014233333,0.00745,0.2,5.336666667,28.47333333,99.9,1012.72
4/25/2021,20,0.004,0.11775,0.032283333,0.01055,1.005,7.946666667,28.58166667,79.74333333,1012.188333
4/25/2021,21,0.001983333,0.072416667,0.045316667,0.008383333,2.598333333,11.31666667,28.08166667,60.835,1011.925
4/25/2021,22,0.003916667,0.0774,0.04585,0.00735,2.385,9.49,27.62,57.37,1011.955
4/25/2021,23,0.007266667,0.092383333,0.04655,0.010266667,1.926666667,10.505,26.22,60.40166667,1012.181667
4/26/2021,0,0.018483333,0.111533333,0.0459,0.017133333,1.106666667,7.828333333,24.45666667,81.34333333,1012.731667
4/26/2021,1,0.030283333,0.109133333,0.03865,0.0132,0.14,5.205,22.845,99.9,1013.426667
4/26/2021,2,0.019883333,0.107583333,0.042966667,0.017566667,0.1,3.711666667,22.04833333,99.9,1014.165
4/26/2021,3,0.00995,0.110083333,0.04515,0.022583333,0.1,4.676666667,21.48,99.9,1014.48
4/26/2021,4,0.00145,0.101916667,0.04745,0.026366667,0.1,2.678333333,20.86666667,99.9,1014.558333
4/26/2021,5,0.001483333,0.111216667,0.04765,0.027916667,0.1,1.683333333,20.48,99.9,1014.476667
4/26/2021,6,0.003233333,0.102083333,0.04725,0.028466667,0.1,2.005,20.335,99.9,1013.986667
4/26/2021,7,0.00365,0.102083333,0.0467,0.028883333,0.1,3.025,20.2,99.9,1013.683333
4/26/2021,8,0.0036,0.103366667,0.045816667,0.029083333,0.1,1.305,20.2,99.9,1013.55
4/26/2021,9,0.001116667,0.093516667,0.045733333,0.03,0.1,2.118333333,20.14833333,99.9,1013.813333
4/26/2021,10,0.000716667,0.090266667,0.045533333,0.031666667,0.1,2.55,20.02666667,99.9,1014.183333
4/26/2021,11,0.009116667,0.11795,0.04345,0.0295,0.1,2.42,20.95666667,99.9,1015
4/26/2021,12,0.004483333,0.11415,0.044316667,0.0258,0.1,3.966666667,22.32333333,99.9,1015.628333
4/26/2021,13,0.004416667,0.111416667,0.042216667,0.022933333,0.1,6.118333333,23.17833333,99.9,1015.906667
4/26/2021,14,0.0102,0.11745,0.037816667,0.020633333,0.1,5.686666667,24.16666667,99.9,1016.485
4/26/2021,15,0.0085,0.080733333,0.044966667,0.01525,0.1,4.128333333,25.33,98.99666667,1017.04
4/26/2021,16,0.00045,0.0546,0.050183333,0.015333333,0.286666667,4.243333333,26.495,82.97666667,1016.876667
4/26/2021,17,0.01655,0.091616667,0.049666667,0.0095,0.823333333,5.043333333,27.47666667,67.66333333,1016.321667
4/26/2021,18,0.024766667,0.141116667,0.0474,0.003966667,1.223333333,7.215,28.34,59.25333333,1016.053333
4/26/2021,19,0.023966667,0.174633333,0.049616667,0.002883333,1.193333333,5.826666667,28.93333333,54.865,1015.8
4/26/2021,20,0.029666667,0.159566667,0.048516667,0.000916667,1.178333333,5.611666667,29.06833333,53.37833333,1015.313333
4/26/2021,21,0.034016667,0.110433333,0.0442,0.000583333,1.348333333,5.373333333,29.34833333,53.37666667,1015.036667
4/26/2021,22,0.036283333,0.098733333,0.036266667,0.00365,1.333333333,5.661666667,29.20833333,58.285,1015.283333
4/26/2021,23,0.044333333,0.097666667,0.032783333,0.00785,1.17,7.401666667,28.07166667,72.42833333,1015.351667
4/27/2021,0,0.042383333,0.096516667,0.035883333,0.0116,0.761666667,5.8,27.135,76.82666667,1015.771667
4/27/2021,1,0.034983333,0.0753,0.038966667,0.015483333,0.635,5.716666667,26.04166667,83.84666667,1016.68
4/27/2021,2,0.024366667,0.062866667,0.044133333,0.020216667,0.605,4.566666667,25.02833333,84.175,1017.59
4/27/2021,3,0.027416667,0.048233333,0.04185,0.020416667,0.208333333,4.933333333,23.70833333,97.92833333,1017.823333
4/27/2021,4,0.029816667,0.053983333,0.037733333,0.0224,0.1,5.116666667,23.055,99.9,1017.826667
4/27/2021,5,0.031933333,0.062316667,0.03635,0.023016667,0.1,3.373333333,22.75,99.9,1017.613333
4/27/2021,6,0.027333333,0.060566667,0.039133333,0.025166667,0.1,2.74,22.345,99.9,1017.365
4/27/2021,7,0.023133333,0.050633333,0.040733333,0.02755,0.1,4.483333333,21.85,99.9,1017.425
4/27/2021,8,0.019483333,0.049733333,0.0435,0.0295,0.1,2.581666667,21.69333333,99.9,1017.301667
4/27/2021,9,0.01735,0.052333333,0.0441,0.03065,0.1,3.333333333,21.53666667,99.9,1017.363333
4/27/2021,10,0.01355,0.075533333,0.044883333,0.031816667,0.1,3.008333333,21.60166667,99.9,1017.926667
4/27/2021,11,0.013516667,0.060016667,0.0441,0.0325,0.1,3.915,22.135,99.9,1018.788333
4/27/2021,12,0.0132,0.065483333,0.0378,0.028633333,0.1,5.236666667,23.20666667,99.9,1019.625
4/27/2021,13,0.012131148,0.062032787,0.037327869,0.025327869,0.1,5.191803279,23.92622951,99.9,1020.036066
4/27/2021,14,0.01355,0.045583333,0.03765,0.02145,0.1,5.47,25.12333333,99.9,1020.241667
4/27/2021,15,0.0163,0.032166667,0.038533333,0.0155,0.121666667,5.206666667,26.245,95.23166667,1020.046667
4/27/2021,16,0.007533333,0.038966667,0.046616667,0.0203,0.766666667,4.84,27.185,75.76666667,1019.278333
4/27/2021,17,0.016266667,0.052933333,0.045183333,0.014166667,1.325,4.831666667,27.55666667,63.98,1018.778333
4/27/2021,18,0.018833333,0.0584,0.044983333,0.010166667,1.618333333,6.216666667,28.04333333,57.36833333,1018.283333
4/27/2021,19,0.0223,0.0696,0.04285,0.006416667,1.663333333,6.22,28.775,52.025,1017.808333
4/27/2021,20,0.025816667,0.06305,0.043133333,0.004316667,2.038333333,6.73,28.97,51.68166667,1017.116667
4/27/2021,21,0.03095,0.092633333,0.030166667,0.001616667,1.968333333,5.94,29.18166667,51.77333333,1016.946667
4/27/2021,22,0.038066667,0.078916667,0.0157,0.004733333,1.735,6.431666667,28.88833333,61.43333333,1016.665
4/27/2021,23,0.043966667,0.094116667,0.014716667,0.008416667,1.413333333,6.768333333,28.02333333,72.30666667,1016.44
4/28/2021,0,0.038866667,0.095866667,0.017983333,0.01375,1.193333333,6.003333333,26.98666667,75.17166667,1016.726667
4/28/2021,1,0.03005,0.079833333,0.021033333,0.019366667,1.245,6.471666667,25.96166667,75.28833333,1017.318333
4/28/2021,2,0.030116667,0.069583333,0.018016667,0.018466667,0.788333333,4.63,24.855,85.62166667,1018.09
4/28/2021,3,0.025533333,0.05165,0.016683333,0.021733333,0.14,3.738333333,23.78833333,97.51,1018.711667
4/28/2021,4,0.02345,0.04005,0.018183333,0.025466667,0.1,3.698333333,23.23833333,99.9,1018.838333
4/28/2021,5,0.02305,0.038583333,0.0186,0.027033333,0.1,2.888333333,22.80666667,99.9,1018.713333
4/28/2021,6,0.02425,0.040416667,0.0151,0.027183333,0.1,1.955,22.54166667,99.9,1018.41
4/28/2021,7,0.022766667,0.0417,0.015966667,0.028466667,0.1,3.495,22.15333333,99.9,1017.895
4/28/2021,8,0.02275,0.0494,0.016383333,0.029666667,0.1,2.625,21.83666667,99.9,1017.681667
4/28/2021,9,0.018733333,0.052583333,0.017233333,0.031616667,0.1,2.863333333,21.55166667,99.9,1017.581667
4/28/2021,10,0.016583333,0.050383333,0.016816667,0.032266667,0.1,2.818333333,21.56166667,99.9,1017.888333
4/28/2021,11,0.018,0.065683333,0.014566667,0.03165,0.1,3.98,22.23,99.9,1018.476667
4/28/2021,12,0.01485,0.1823,0.010033333,0.027583333,0.1,4.135,23.29166667,99.9,1019.096667
4/28/2021,13,0.0114,0.07405,0.011083333,0.02305,0.1,4.726666667,24.09,99.9,1018.988333
4/28/2021,14,0.015383333,0.064583333,0.006066667,0.020516667,0.1,5.083333333,25.365,99.83,1019.066667
4/28/2021,15,0.01165,0.045216667,0.006866667,0.01725,0.11,2.745,26.42333333,94.485,1019.238333
4/28/2021,16,0.007083333,0.03645,0.01645,0.021066667,0.711666667,2.543333333,27.23,79.98,1018.958333
4/28/2021,17,0.0134,0.0385,0.010783333,0.01655,1.343333333,4.453333333,27.69333333,69.57833333,1018.518333
4/28/2021,18,0.020916667,0.0543,0.00085,0.010866667,1.448333333,4.143333333,28.30833333,62.55833333,1017.958333
4/28/2021,19,0.0225,0.091083333,-0.00045,0.00805,1.848333333,7.181666667,28.785,56.59666667,1017.175
4/28/2021,20,0.0158,0.056833333,0.004016667,0.0059,1.911666667,5.353333333,28.88666667,54.335,1016.446667
4/28/2021,21,0.028966667,0.124583333,0.002016667,0.0058,1.911666667,6.605,29.13166667,60.42333333,1016.001667
4/28/2021,22,0.039083333,0.132066667,-0.000483333,0.01155,1.536666667,5.875,28.285,74.95666667,1015.911667
4/28/2021,23,0.030366667,0.139833333,0.003883333,0.01485,1.095,6.371666667,26.78333333,81.455,1015.753333
4/29/2021,0,0.030433333,0.145733333,0.004033333,0.017016667,1.256666667,5.94,25.90666667,83.31666667,1016.155
4/29/2021,1,0.02825,0.1624,3.33E-05,0.012016667,0.531666667,7.458333333,25.34333333,91.60666667,1016.723333
4/29/2021,2,0.028333333,0.145616667,-0.0003,0.016516667,0.178333333,6.843333333,24.46666667,99.9,1017.105
4/29/2021,3,0.031766667,0.110666667,-0.000216667,0.0176,0.1,4.733333333,24.04333333,99.9,1017.098333
4/29/2021,4,0.026216667,0.097383333,0.001866667,0.019883333,0.1,3.856666667,23.84333333,99.9,1017.045
4/29/2021,5,0.019033333,0.095016667,0.0016,0.022833333,0.1,5,23.645,99.9,1016.685
4/29/2021,6,0.018366667,0.0613,0.000283333,0.024733333,0.1,3.988333333,23.255,99.9,1016.148333
4/29/2021,7,0.019266667,0.05735,-0.000133333,0.025983333,0.1,3.261666667,22.84833333,99.9,1015.981667
4/29/2021,8,0.01555,0.052066667,0.002116667,0.027633333,0.1,2.08,22.65833333,99.9,1015.803333
4/29/2021,9,0.0131,0.04795,0.001066667,0.028183333,0.1,2.705,22.54166667,99.9,1015.64
4/29/2021,10,0.007766667,0.04665,0.0005,0.029183333,0.1,2.27,22.45833333,99.9,1015.861667
4/29/2021,11,0.013733333,0.174016667,-0.000683333,0.031183333,0.1,2.228333333,22.50833333,99.9,1016.055
4/29/2021,12,0.011533333,0.104566667,-0.0005,0.021983333,0.1,3.22,23.81166667,99.9,1016.575
4/29/2021,13,0.01125,0.074566667,-0.00055,0.01805,0.1,5.138333333,24.96166667,99.9,1017.033333
4/29/2021,14,0.008366667,0.036766667,-0.0007,0.016766667,0.1,4.745,26.58833333,99.9,1017.385
4/29/2021,15,0.004833333,-0.000533333,5.00E-05,0.015133333,0.1,4.47,27.98666667,98.69333333,1017.68
4/29/2021,16,0.004916667,0.022483333,0.01065,0.015183333,1.163333333,4.858333333,29.89333333,68.78,1017.243333
4/29/2021,17,0.018466667,0.042633333,0.00135,0.010133333,1.541666667,4.948333333,30.46166667,65.44333333,1016.941667
4/29/2021,18,0.024983333,0.042683333,-0.000816667,0.008216667,1.106666667,4.386666667,30.06,70.395,1016.7
4/29/2021,19,0.024733333,0.04375,-0.000516667,0.007133333,0.988333333,2.633333333,30.255,68.805,1016.596667
4/29/2021,20,0.031966667,0.0742,-0.000583333,0.00825,0.995,2.8,30.00166667,76.94666667,1016.19
4/29/2021,21,0.042083333,0.059483333,-0.0006,0.002016667,0.553333333,2.968333333,29.39,87.30166667,1016.306667
4/29/2021,22,0.028733333,0.05565,-0.000516667,0.011,0.49,2.106666667,29.11833333,88.52666667,1016.111667
4/29/2021,23,0.034633333,0.052633333,-0.000516667,0.008483333,0.111666667,1.776666667,27.46333333,99.9,1015.988333
4/30/2021,0,0.038416667,0.080883333,-0.000716667,0.00835,0.1,3.078333333,26.665,99.9,1016.24
4/30/2021,1,0.035333333,0.100733333,-0.000616667,0.011966667,0.1,3.438333333,26.30833333,99.9,1016.683333
4/30/2021,2,0.026833333,0.079583333,3.33E-05,0.013166667,0.1,2.698333333,26.04,99.9,1017.155
4/30/2021,3,0.022233333,0.087816667,0.00175,0.015116667,0.1,3.573333333,25.83666667,99.9,1017.193333
4/30/2021,4,0.0193,0.076683333,0.001333333,0.016816667,0.1,3.536666667,25.62833333,99.9,1017.006667
4/30/2021,5,0.016216667,0.0942,0.006683333,0.018466667,0.105,2.378333333,25.11666667,99.9,1016.775
4/30/2021,6,0.01495,0.07945,0.00475,0.019866667,0.2,2.67,24.87333333,99.9,1016.355
4/30/2021,7,0.0129,0.082033333,-0.000233333,0.020716667,0.2,2.988333333,24.66,99.9,1015.976667
4/30/2021,8,0.010566667,0.085266667,0.000216667,0.022766667,0.2,3.036666667,24.32,99.9,1015.733333
4/30/2021,9,0.01175,0.126666667,0.002266667,0.023983333,0.2,5.001666667,24.025,99.9,1015.683333
4/30/2021,10,0.011983333,0.198916667,0.003066667,0.0262,0.2,7.011666667,23.93333333,99.9,1016.021667
4/30/2021,11,0.0196,0.336283333,-0.000133333,0.025233333,0.2,7.601666667,24.79333333,99.9,1016.548333
4/30/2021,12,0.013833333,0.184366667,0.002216667,0.021983333,0.2,9.516666667,25.70833333,99.9,1017.153333
4/30/2021,13,0.0085,0.088333333,0.002016667,0.022716667,0.128333333,4.913333333,27.23666667,99.9,1017.4
4/30/2021,14,-0.00015,-0.010933333,0.001366667,0.01615,0.1,2.801666667,28.62,99.83,1017.716667
4/30/2021,15,0.001883333,-0.009066667,0.0039,0.017516667,0.1,2.298333333,28.58333333,99.22666667,1017.855
4/30/2021,16,0.01765,0.004316667,0.000466667,0.0105,0.105,2.71,28.90333333,97.29666667,1017.525
4/30/2021,17,0.02175,0.017783333,-0.000483333,0.007416667,0.15,7.581666667,29.12166667,93.58166667,1017.273333
4/30/2021,18,0.007883333,0.02805,0.01705,0.012533333,0.965,3.916666667,29.255,68.615,1016.73
4/30/2021,19,0.01995,0.094266667,0.013533333,0.012933333,1.378333333,3.763333333,29.09666667,68.455,1016.298333
4/30/2021,20,0.014033333,0.074866667,0.0187,0.01125,1.67,4.475,28.63,64.52833333,1015.926667
4/30/2021,21,0.015966667,0.075883333,0.017433333,0.009116667,1.8,4.841666667,28.775,62.935,1015.633333
4/30/2021,22,0.017016667,0.075916667,0.014166667,0.010583333,1.706666667,3.963333333,28.12333333,70.355,1015.43
4/30/2021,23,0.017266667,0.09915,0.0205,0.01555,1.188333333,3.42,26.54833333,82.02166667,1015.376667
5/1/2021,0,0.02985,0.11025,0.005016667,0.012166667,0.291666667,3.291666667,25.49833333,98.57166667,1015.87
5/1/2021,1,0.030383333,0.10955,0.004566667,0.013416667,0.2,2.87,24.61166667,99.9,1016.083333
5/1/2021,2,0.0262,0.1101,0.005383333,0.01595,0.2,3.185,24.31,99.9,1016.23
5/1/2021,3,0.017316667,0.101066667,0.010183333,0.018466667,0.2,2.863333333,24.31666667,99.9,1015.873333
5/1/2021,4,0.0144,0.15435,0.012583333,0.020516667,0.2,2.858333333,24.16833333,99.9,1015.563333
5/1/2021,5,0.013016667,0.07975,0.014866667,0.020916667,0.2,2.186666667,23.93166667,99.9,1015.318333
5/1/2021,6,0.011883333,0.080933333,0.013983333,0.021783333,0.2,2.806666667,23.69166667,99.9,1014.63
5/1/2021,7,0.010883333,0.06755,0.012983333,0.022983333,0.2,3.353333333,23.52,99.9,1014.053333
5/1/2021,8,0.00995,0.057583333,0.015066667,0.023666667,0.2,3.025,23.39,99.9,1013.825
5/1/2021,9,0.009416667,0.055866667,0.014266667,0.024816667,0.2,2.52,23.28166667,99.9,1014
5/1/2021,10,0.009066667,0.070516667,0.01115,0.02445,0.2,2.283333333,23.63666667,99.9,1014.616667
5/1/2021,11,0.011633333,0.1517,0.003766667,0.024533333,0.2,3.536666667,24.42166667,99.9,1015.26
5/1/2021,12,0.014116667,0.09475,0.00395,0.015916667,0.111666667,5.276666667,26.07166667,99.9,1015.828333
5/1/2021,13,-0.000883333,0.018483333,0.014816667,0.019733333,0.1,3.055,26.39666667,99.9,1016.106667
5/1/2021,14,0.00385,0.0332,0.026466667,0.017633333,0.1,7.065,26.64666667,99.9,1016.568333
5/1/2021,15,0.021483333,0.063266667,0.0245,0.01265,0.1,6.096666667,26.9,99.9,1016.913333
5/1/2021,16,0.025716667,0.074883333,0.026066667,0.010683333,0.1,4.866666667,27.54666667,99.9,1016.803333
5/1/2021,17,0.029016667,0.067616667,0.023333333,0.0085,0.1,4.628333333,28.205,99.9,1016.161667
5/1/2021,18,0.033233333,0.068466667,0.017633333,0.0063,0.1,4.901666667,28.51666667,99.875,1015.625
5/1/2021,19,0.043616667,0.08765,0.012466667,0.004433333,0.1,3.908333333,28.965,99.9,1014.763333
5/1/2021,20,0.04745,0.119383333,0.006233333,0.0035,0.1,6.181666667,29.725,99.84,1014.128333
5/1/2021,21,0.040216667,0.112416667,0.0074,0.004633333,0.1,5.101666667,29.67833333,99.77166667,1013.758333
5/1/2021,22,0.039666667,0.111166667,0.007916667,0.00645,0.1,4.293333333,28.89333333,99.9,1013.605
5/1/2021,23,0.039116667,0.139116667,0.02065,0.0091,0.1,5.118333333,27.56,99.9,1013.621667
5/2/2021,0,0.033733333,0.119716667,0.022233333,0.01185,0.1,4.32,26.61833333,99.9,1013.876667
5/2/2021,1,0.031483333,0.16145,0.02675,0.014833333,0.1,6.421666667,25.98333333,99.9,1014.35
5/2/2021,2,0.02755,0.168716667,0.024233333,0.016316667,0.1,5.711666667,25.71666667,99.9,1014.585
5/2/2021,3,0.022566667,0.15575,0.023016667,0.017866667,0.1,4.801666667,25.42,99.9,1014.623333
5/2/2021,4,0.012633333,0.081433333,0.036616667,0.020516667,0.1,4.226666667,25.49333333,99.65166667,1014.633333
5/2/2021,5,0.0086,0.053483333,0.036916667,0.020633333,0.1,4.136666667,25.43166667,99.65,1014.135
5/2/2021,6,0.005866667,0.061966667,0.038,0.019566667,0.1,4.288333333,25.18833333,93.485,1013.57
5/2/2021,7,0.0074,0.069566667,0.037683333,0.0199,0.1,5.943333333,24.915,93.62666667,1013.255
5/2/2021,8,0.037216667,0.077583333,0.020866667,0.015416667,0.1,5.193333333,24.98666667,99.9,1013.211667
5/2/2021,9,0.04865,0.082716667,0.015266667,0.0127,0.1,4.566666667,24.63666667,99.9,1013.215
5/2/2021,10,0.040966667,0.08505,0.018316667,0.016583333,0.1,4.713333333,24.1,99.9,1013.395
5/2/2021,11,0.035883333,0.084166667,0.01405,0.01755,0.1,3.635,24.06166667,99.9,1013.983333
5/2/2021,12,0.028683333,0.10415,0.002383333,0.015566667,0.1,4.848333333,25.72666667,99.9,1014.428333
5/2/2021,13,0.019933333,0.068716667,0.00755,0.013833333,0.1,5.686666667,26.87666667,99.9,1014.826667
5/2/2021,14,0.010866667,0.05265,0.0075,0.011666667,0.1,4.175,28.87833333,99.9,1015.541667
5/2/2021,15,0.013616667,0.021183333,0.0192,0.011166667,0.1,4.293333333,29.365,99.68666667,1015.781667
5/2/2021,16,0.0307,0.03805,0.005016667,0.0062,0.1,3.95,29.34166667,99.9,1015.616667
5/2/2021,17,0.038733333,0.045233333,-0.00045,0.004516667,0.1,3.531666667,29.205,99.9,1015.051667
5/2/2021,18,0.029016667,0.023283333,-0.000483333,0.005833333,0.1,2.225,29.26166667,98.095,1014.565
5/2/2021,19,0.034666667,0.019766667,-0.000566667,0.004733333,0.1,2.46,29.29833333,99.54,1013.89
5/2/2021,20,0.03635,0.024233333,-0.000733333,0.005316667,0.1,2.116666667,28.945,99.9,1013.266667
5/2/2021,21,0.038883333,0.029416667,-0.000583333,0.003633333,0.1,0.81,28.77333333,99.9,1013.056667
5/2/2021,22,0.037916667,0.031283333,-0.000483333,0.004,0.1,2.115,28.46833333,99.9,1013.081667
5/2/2021,23,0.038316667,0.055066667,-0.000666667,0.005516667,0.1,2.363333333,27.42666667,99.9,1013.018333
5/3/2021,0,0.0398,0.059966667,-0.000366667,0.006716667,0.1,2.128333333,26.855,99.9,1013.286667
5/3/2021,1,0.037066667,0.066233333,-0.000466667,0.0087,0.1,1.713333333,26.63333333,99.9,1013.55
5/3/2021,2,0.0312,0.044866667,-0.000766667,0.0111,0.1,1.911666667,26.36166667,99.9,1013.651667
5/3/2021,3,0.027683333,0.046183333,-0.000283333,0.01325,0.1,3.546666667,26.04333333,99.9,1013.505
5/3/2021,4,0.0227,0.040366667,0.00425,0.0149,0.1,3.023333333,25.74,99.9,1013.465
5/3/2021,5,0.023,0.03575,0.002766667,0.01595,0.1,2.758333333,25.58,99.9,1013.413333
5/3/2021,6,0.02425,0.03865,0.004266667,0.015683333,0.1,2.483333333,25.46,99.9,1013.131667
5/3/2021,7,0.02235,0.065583333,0.000233333,0.01705,0.1,5.96,24.92333333,99.9,1013.056667
5/3/2021,8,0.023783333,0.054266667,0.001083333,0.0198,0.1,3.373333333,24.17333333,99.9,1012.991667
5/3/2021,9,0.020733333,0.0444,0.006366667,0.021233333,0.1,3.21,24.215,99.9,1013.27
5/3/2021,10,0.01705,0.052466667,0.008333333,0.021933333,0.1,3.26,24.32333333,99.9,1013.308333
5/3/2021,11,0.014233333,0.0699,0.00705,0.023766667,0.1,4.818333333,24.89333333,99.9,1013.846667
5/3/2021,12,0.01305,0.068733333,0.003066667,0.020416667,0.1,4.871666667,25.63833333,99.9,1014.418333
5/3/2021,13,0.015616667,0.056233333,-0.000633333,0.017283333,0.1,5.77,26.44,99.9,1014.571667
5/3/2021,14,0.019566667,0.059533333,0.0002,0.0128,0.1,4.933333333,28.51666667,99.9,1014.613333
5/3/2021,15,0.014033333,0.007783333,0.002516667,0.011183333,0.1,3.8,30.47666667,99.9,1014.776667
5/3/2021,16,0.029066667,0.019966667,-0.0006,0.006033333,0.1,4.193333333,31.03166667,99.9,1014.536667
5/3/2021,17,0.04105,0.025616667,-0.00065,0.001283333,0.1,3.698333333,31.03666667,99.9,1014.255
5/3/2021,18,0.0457,0.057016667,-0.000516667,0.00145,0.1,4.01,31.15833333,99.9,1013.96
5/3/2021,19,0.0444,0.096966667,-0.0006,0.00365,0.1,4.155,31.14,99.64166667,1013.586667
5/3/2021,20,0.035916667,0.070733333,-0.000533333,0.0044,0.1,4.406666667,31.00666667,98.38833333,1013.056667
5/3/2021,21,0.0368,0.055666667,-0.000266667,0.005566667,0.1,3.055,30.28166667,98.82333333,1012.831667
5/3/2021,22,0.03585,0.042066667,-0.000383333,0.0058,0.1,2.386666667,30.03,98.29333333,1013.168333
5/3/2021,23,0.047033333,0.09005,-0.000416667,0.00595,0.1,1.523333333,28.29,99.9,1013.221667
5/4/2021,0,0.0589,0.101916667,-0.000583333,0.005066667,0.1,1.75,27.405,99.9,1013.723333
5/4/2021,1,0.052966667,0.09755,-0.000366667,0.007866667,0.1,1.823333333,26.95,99.9,1014.443333
5/4/2021,2,0.042533333,0.079983333,-0.00045,0.010516667,0.1,2.306666667,26.79166667,99.9,1014.9
5/4/2021,3,0.034983333,0.0704,3.33E-05,0.013616667,0.1,2.296666667,26.555,99.9,1014.981667
5/4/2021,4,0.0302,0.04745,0.001266667,0.01575,0.1,2.68,26.22666667,99.9,1014.938333
5/4/2021,5,0.0263,0.058016667,0.005333333,0.018683333,0.1,2.37,25.76833333,99.9,1014.871667
5/4/2021,6,0.024833333,0.078483333,0.012683333,0.020033333,0.1,0.956666667,25.41,99.9,1014.658333
5/4/2021,7,0.02495,0.082816667,0.013366667,0.0209,0.1,1.871666667,25.13833333,99.9,1014.451667
5/4/2021,8,0.019683333,0.066966667,0.014183333,0.02275,0.1,3.338333333,24.86333333,99.9,1014.818333
5/4/2021,9,0.013816667,0.073533333,0.01615,0.02485,0.1,2.88,24.83833333,99.9,1015.011667
5/4/2021,10,0.014933333,0.075883333,0.014533333,0.025216667,0.1,4.043333333,24.97666667,99.9,1015.305
5/4/2021,11,0.02045,0.11285,0.00595,0.024,0.1,5.635,25.52166667,99.9,1015.943333
5/4/2021,12,0.017633333,0.11975,-3.33E-05,0.019333333,0.1,4.45,26.73833333,99.9,1016.626667
5/4/2021,13,0.01315,0.124666667,0.002916667,0.0214,0.1,7.411666667,26.80166667,99.9,1016.775
5/4/2021,14,0.0311,0.117416667,-0.000466667,0.0122,0.1,4.996666667,28.96,99.9,1016.755
5/4/2021,15,0.0164,0.025633333,0.001766667,0.014516667,0.1,3.546666667,31.15333333,99.9,1016.793333
5/4/2021,16,0.019333333,-0.00695,-0.000216667,0.010416667,0.1,3.136666667,31.84333333,99.25333333,1016.435
5/4/2021,17,0.033366667,0.012966667,-0.000533333,0.005183333,0.1,2.575,31.97,99.76666667,1015.833333
5/4/2021,18,0.039933333,0.035733333,-0.000283333,0.002783333,0.1,4.335,31.95666667,97.64,1015.305
5/4/2021,19,0.051483333,0.074216667,-0.00055,0.001533333,0.1,4.485,31.35,99.9,1014.718333
5/4/2021,20,0.0591,0.082366667,-0.00065,0.0026,0.1,3.8,30.38,99.9,1014.146667
5/4/2021,21,0.056133333,0.095183333,-0.000416667,0.003816667,0.1,3.135,30.00166667,99.9,1013.928333
5/4/2021,22,0.0465,0.078783333,5.00E-05,0.007283333,0.1,3.07,29.35666667,99.9,1013.388333
5/4/2021,23,0.037133333,0.0691,0.004483333,0.0102,0.1,1.575,28.22666667,99.9,1013.198333
5/5/2021,0,0.03535,0.084833333,0.0086,0.012733333,0.1,2.306666667,27.81333333,99.9,1014.021667
5/5/2021,1,0.036533333,0.068866667,0.00725,0.01225,0.1,2.326666667,27.59666667,99.9,1015.453333
5/5/2021,2,0.033383333,0.105033333,0.003516667,0.013783333,0.1,2.371666667,27.50333333,99.9,1016.121667
5/5/2021,3,0.0283,0.073783333,0.0087,0.016116667,0.1,2.57,27.18,99.9,1016.416667
